openInterestHist_sumOpenInterest,openInterestHist_sumOpenInterestValue,timestamp,topLongShortAccountRatio_longAccount,topLongShortAccountRatio_longShortRatio,topLongShortAccountRatio_shortAccount,topLongShortPositionRatio_longAccount,topLongShortPositionRatio_longShortRatio,topLongShortPositionRatio_shortAccount,globalLongShortAccountRatio_longAccount,globalLongShortAccountRatio_longShortRatio,globalLongShortAccountRatio_shortAccount,takerlongshortRatio_buySellRatio,takerlongshortRatio_sellVol,takerlongshortRatio_buyVol
50720.17100000,1650101208.46160743,1624402800000,0.5658,1.3031,0.4342,0.5323,1.1379,0.4677,0.5689,1.3196,0.4311,1.0386,14466.3090,15024.4460
51779.68800000,1682344037.20431792,1624406400000,0.5637,1.2920,0.4363,0.5299,1.1271,0.4701,0.5677,1.3132,0.4323,1.0892,42468.0970,46255.7280
52185.76400000,1754989500.16024000,1624410000000,0.5713,1.3326,0.4287,0.5289,1.1228,0.4711,0.5875,1.4242,0.4125,1.0642,27232.8150,28981.3850
53069.89300000,1808879342.42105000,1624413600000,0.5951,1.4697,0.4049,0.5242,1.1018,0.4758,0.6177,1.6157,0.3823,0.8860,4369.0280,3871.1260
53012.29300000,1799980371.31151356,1624420800000,0.5937,1.4612,0.4063,0.5235,1.0986,0.4765,0.6150,1.5974,0.3850,0.9715,18549.4940,18021.0430
53339.51200000,1801885524.25728000,1624424400000,0.5886,1.4307,0.4114,0.5216,1.0903,0.4784,0.6068,1.5432,0.3932,1.0723,20977.3120,22493.7430
54120.02600000,1856439880.53541027,1624428000000,0.5815,1.3895,0.4185,0.5237,1.0995,0.4763,0.6020,1.5126,0.3980,0.9260,17771.1420,16455.2580
53703.42100000,1818663666.99395000,1624431600000,0.5907,1.4432,0.4093,0.5220,1.0919,0.4780,0.6094,1.5602,0.3906,1.0622,12078.5730,12830.3630
53594.60200000,1819857769.56598000,1624435200000,0.5868,1.4201,0.4132,0.5244,1.1026,0.4756,0.6045,1.5284,0.3955,0.9338,23310.8030,21766.7600
54457.40700000,1836735949.44874971,1624438800000,0.5864,1.4178,0.4136,0.5176,1.0731,0.4824,0.6025,1.5157,0.3975,1.1332,15784.2590,17886.8100
54495.27600000,1847853066.24600000,1624442400000,0.5801,1.3815,0.4199,0.5205,1.0856,0.4795,0.5924,1.4534,0.4076,1.2283,14449.1990,17747.6780
56390.10600000,1927802350.91034000,1624446000000,0.5723,1.3381,0.4277,0.5225,1.0943,0.4775,0.5831,1.3987,0.4169,1.0504,20605.9060,21645.0180
56414.10500000,1911591074.61603795,1624449600000,0.5995,1.4969,0.4005,0.5145,1.0596,0.4855,0.6172,1.6123,0.3828,1.0616,14338.1520,15221.8310
55950.94400000,1911333987.28877913,1624453200000,0.5915,1.4480,0.4085,0.5178,1.0737,0.4822,0.6051,1.5323,0.3949,1.0282,42424.0730,43618.7290
55651.60200000,1890333999.55815868,1624456800000,0.5980,1.4876,0.4020,0.5146,1.0600,0.4854,0.6181,1.6185,0.3819,1.0086,17306.6690,17455.9930
55643.90100000,1894514574.61512000,1624460400000,0.6001,1.5006,0.3999,0.5129,1.0530,0.4871,0.6244,1.6624,0.3756,0.9233,31053.0200,28672.1610
54768.59400000,1833905610.64594512,1624464000000,0.5855,1.4125,0.4145,0.5173,1.0717,0.4827,0.5969,1.4808,0.4031,1.0079,25545.9530,25747.8060
53548.23000000,1802992131.30768959,1624467600000,0.5855,1.4125,0.4145,0.5189,1.0786,0.4811,0.5972,1.4826,0.4028,0.9646,9368.7370,9037.2490
53256.42700000,1788304170.46194785,1624471200000,0.5828,1.3969,0.4172,0.5183,1.0758,0.4817,0.5965,1.4783,0.4035,0.9098,22925.8140,20858.0400
53435.89000000,1778650469.41410000,1624474800000,0.5765,1.3613,0.4235,0.5235,1.0988,0.4765,0.5821,1.3929,0.4179,0.9061,15628.6670,14161.8350
53345.98700000,1753588751.20413000,1624478400000,0.5781,1.3702,0.4219,0.5233,1.0979,0.4767,0.5787,1.3736,0.4213,1.0498,16961.6130,17806.1000
53027.96400000,1752093776.84616000,1624482000000,0.5740,1.3474,0.4260,0.5244,1.1026,0.4756,0.5747,1.3513,0.4253,1.1239,16581.0850,18635.9000
51916.29900000,1729547690.75531661,1624485600000,0.5966,1.4789,0.4034,0.5209,1.0873,0.4791,0.6053,1.5336,0.3947,1.0271,11329.6490,11637.0730
51987.90400000,1738867498.55616000,1624489200000,0.6024,1.5151,0.3976,0.5195,1.0810,0.4805,0.6150,1.5974,0.3850,0.9817,10589.9200,10395.7420
52375.98300000,1762222421.14446000,1624492800000,0.6032,1.5202,0.3968,0.5199,1.0828,0.4801,0.6167,1.6089,0.3833,0.9262,10823.6310,10025.0370
52097.69200000,1728421774.39920904,1624496400000,0.6082,1.5523,0.3918,0.5186,1.0771,0.4814,0.6202,1.6330,0.3798,0.8249,15998.4790,13197.3740
52477.96300000,1712518306.60936473,1624500000000,0.6068,1.5432,0.3932,0.5204,1.0850,0.4796,0.6119,1.5767,0.3881,1.0042,19145.2950,19225.3720
53695.15500000,1744824310.24282284,1624503600000,0.6020,1.5126,0.3980,0.5159,1.0657,0.4841,0.6073,1.5465,0.3927,1.1219,12981.4290,14563.6100
53557.83900000,1745885973.22624678,1624507200000,0.6061,1.5387,0.3939,0.5153,1.0632,0.4847,0.6141,1.5913,0.3859,0.9789,13952.0790,13657.2310
53391.07600000,1736863234.76192292,1624510800000,0.6112,1.5720,0.3888,0.5160,1.0662,0.4840,0.6240,1.6596,0.3760,1.1956,11805.1570,14114.1330
53967.76300000,1779036747.45249606,1624514400000,0.5992,1.4950,0.4008,0.5147,1.0607,0.4853,0.6151,1.5981,0.3849,0.9939,13808.6310,13724.8810
54572.32000000,1799988990.09835609,1624518000000,0.5939,1.4624,0.4061,0.5164,1.0679,0.4836,0.6103,1.5661,0.3897,0.9568,15908.6570,15220.8760
54375.92500000,1785822997.07072162,1624521600000,0.5900,1.4390,0.4100,0.5162,1.0671,0.4838,0.6043,1.5272,0.3957,1.1158,16524.0720,18437.8550
55937.94500000,1865915318.81160000,1624525200000,0.5799,1.3804,0.4201,0.5210,1.0877,0.4790,0.5921,1.4516,0.4079,1.0454,15670.4860,16382.2630
54607.56400000,1815608124.06556000,1624528800000,0.5888,1.4319,0.4112,0.5161,1.0665,0.4839,0.6026,1.5164,0.3974,0.9116,10645.0940,9704.2680
54941.72200000,1825348695.60967853,1624532400000,0.5828,1.3969,0.4172,0.5172,1.0712,0.4828,0.5935,1.4600,0.4065,1.3061,16827.8490,21979.1270
56204.32200000,1901054318.04974384,1624536000000,0.5823,1.3941,0.4177,0.5169,1.0698,0.4831,0.5958,1.4740,0.4042,1.0813,22936.1750,24800.6190
56025.93100000,1907691914.69896000,1624539600000,0.5904,1.4414,0.4096,0.5139,1.0574,0.4861,0.5986,1.4913,0.4014,0.9810,13960.7780,13695.2230
55727.53500000,1896478461.91912948,1624543200000,0.5836,1.4015,0.4164,0.5146,1.0600,0.4854,0.5861,1.4160,0.4139,0.9813,12473.0850,12240.0970
56090.59600000,1908609854.55292000,1624546800000,0.5818,1.3912,0.4182,0.5149,1.0614,0.4851,0.5836,1.4015,0.4164,0.9628,37822.4280,36415.9060
55351.80800000,1875293545.02907902,1624550400000,0.5704,1.3277,0.4296,0.5197,1.0819,0.4803,0.5713,1.3326,0.4287,1.1093,22668.9000,25146.9010
55744.39900000,1922510602.93604000,1624554000000,0.5575,1.2599,0.4425,0.5222,1.0929,0.4778,0.5563,1.2538,0.4437,1.1996,26587.3180,31893.7730
55775.73800000,1950184177.47812000,1624557600000,0.5486,1.2153,0.4514,0.5245,1.1032,0.4755,0.5477,1.2109,0.4523,1.0891,16544.6510,18018.3390
54790.08600000,1910324288.09664000,1624561200000,0.5583,1.2640,0.4417,0.5200,1.0832,0.4800,0.5642,1.2946,0.4358,0.9567,8653.5130,8279.2210
54490.30400000,1898387701.05600000,1624564800000,0.5525,1.2346,0.4475,0.5234,1.0981,0.4766,0.5548,1.2462,0.4452,1.1048,7447.0120,8227.3670
54902.08700000,1912855945.67786130,1624568400000,0.5547,1.2457,0.4453,0.5234,1.0984,0.4766,0.5595,1.2701,0.4405,0.9335,8248.7460,7700.1910
55014.34500000,1912013657.89290000,1624572000000,0.5567,1.2558,0.4433,0.5241,1.1015,0.4759,0.5593,1.2691,0.4407,0.9765,11810.0580,11532.9640
55551.68800000,1929959940.03705177,1624575600000,0.5496,1.2202,0.4504,0.5254,1.1071,0.4746,0.5470,1.2075,0.4530,0.9543,8467.7060,8080.9930
55618.51000000,1927022144.80060876,1624579200000,0.5533,1.2386,0.4467,0.5250,1.1052,0.4750,0.5504,1.2242,0.4496,1.0187,15604.1600,15896.4490
56481.62000000,1952307305.20915194,1624582800000,0.5618,1.2821,0.4382,0.5225,1.0944,0.4775,0.5640,1.2936,0.4360,1.0139,17088.4090,17325.8020
55004.78100000,1914121824.92739000,1624586400000,0.5568,1.2563,0.4432,0.5243,1.1022,0.4757,0.5566,1.2553,0.4434,1.0369,24534.4410,25439.0010
55465.64700000,1948944106.39065590,1624590000000,0.5504,1.2242,0.4496,0.5291,1.1237,0.4709,0.5511,1.2277,0.4489,1.0283,11642.8810,11972.8440
54886.52200000,1923303874.28638826,1624593600000,0.5623,1.2847,0.4377,0.5245,1.1030,0.4755,0.5662,1.3052,0.4338,0.8800,12280.7130,10807.5140
55087.94900000,1914483060.06629000,1624597200000,0.5629,1.2878,0.4371,0.5239,1.1006,0.4761,0.5630,1.2883,0.4370,0.8731,15940.3100,13917.2470
54618.17800000,1882193522.96022349,1624600800000,0.5596,1.2707,0.4404,0.5233,1.0975,0.4767,0.5588,1.2665,0.4412,0.9763,15709.8380,15337.3320
54375.17900000,1870972919.60396025,1624604400000,0.5506,1.2252,0.4494,0.5267,1.1126,0.4733,0.5505,1.2247,0.4495,0.9767,20962.3760,20473.6570
54789.33800000,1877863450.92783583,1624608000000,0.5504,1.2242,0.4496,0.5277,1.1171,0.4723,0.5447,1.1964,0.4553,1.0937,15690.0740,17159.7360
54701.30700000,1875105555.63993000,1624611600000,0.5487,1.2158,0.4513,0.5260,1.1095,0.4740,0.5442,1.1939,0.4558,0.8937,20407.8830,18238.6460
54706.68000000,1846249375.20941524,1624615200000,0.5530,1.2371,0.4470,0.5233,1.0975,0.4767,0.5497,1.2207,0.4503,0.9696,19723.0720,19123.4800
55534.31100000,1874881869.59647148,1624618800000,0.5593,1.2691,0.4407,0.5249,1.1047,0.4751,0.5498,1.2212,0.4502,0.9123,25763.5170,23502.9730
56237.89600000,1872035644.76150542,1624622400000,0.5690,1.3202,0.4310,0.5254,1.1071,0.4746,0.5526,1.2351,0.4474,1.0126,33463.0140,33883.1770
57055.83100000,1887870412.38500933,1624626000000,0.5790,1.3753,0.4210,0.5236,1.0991,0.4764,0.5640,1.2936,0.4360,0.9717,30118.5060,29265.8600
57109.32500000,1883372810.02731943,1624629600000,0.5832,1.3992,0.4168,0.5239,1.1004,0.4761,0.5695,1.3229,0.4305,1.0137,35665.8610,36153.2320
55843.11900000,1831753145.52063000,1624633200000,0.5976,1.4851,0.4024,0.5176,1.0729,0.4824,0.5975,1.4845,0.4025,0.9232,37670.2950,34777.1660
57427.50200000,1872315147.59944760,1624636800000,0.5949,1.4685,0.4051,0.5202,1.0842,0.4798,0.5945,1.4661,0.4055,0.9185,52734.2490,48434.9780
55161.01200000,1761828381.41688000,1624640400000,0.6094,1.5602,0.3906,0.5205,1.0854,0.4795,0.6006,1.5038,0.3994,1.0067,29164.8690,29359.6970
55315.81900000,1751408354.86162000,1624644000000,0.6066,1.5419,0.3934,0.5193,1.0804,0.4807,0.5973,1.4832,0.4027,1.0858,26838.7340,29142.2470
55478.74300000,1778467639.87782000,1624647600000,0.6161,1.6048,0.3839,0.5204,1.0852,0.4796,0.6126,1.5813,0.3874,1.0679,19864.1440,21212.1910
53607.20700000,1726509121.97625577,1624651200000,0.6317,1.7152,0.3683,0.5172,1.0710,0.4828,0.6378,1.7609,0.3622,1.0273,13505.7710,13875.1080
53538.38900000,1723766588.48028235,1624654800000,0.6306,1.7071,0.3694,0.5149,1.0614,0.4851,0.6397,1.7755,0.3603,0.9650,21526.0920,20772.7030
53016.70300000,1684871351.50703000,1624658400000,0.6327,1.7226,0.3673,0.5113,1.0461,0.4887,0.6451,1.8177,0.3549,0.9269,20814.9280,19294.2160
53246.14700000,1672143643.14504924,1624662000000,0.6285,1.6918,0.3715,0.5097,1.0397,0.4903,0.6396,1.7747,0.3604,1.0392,15188.0350,15783.9470
53040.30200000,1674594035.28212453,1624665600000,0.6265,1.6774,0.3735,0.5122,1.0501,0.4878,0.6355,1.7435,0.3645,1.0805,25045.2190,27060.1500
52754.72700000,1687013344.53861000,1624669200000,0.6261,1.6745,0.3739,0.5199,1.0828,0.4801,0.6505,1.8612,0.3495,1.0622,13796.0170,14654.3150
52360.82500000,1672975600.42835965,1624672800000,0.6202,1.6330,0.3798,0.5209,1.0874,0.4791,0.6444,1.8121,0.3556,1.0065,11768.8820,11845.4090
52538.77100000,1677713744.30277000,1624676400000,0.6178,1.6164,0.3822,0.5204,1.0851,0.4796,0.6387,1.7678,0.3613,1.0525,11139.0650,11723.3870
52508.88100000,1678266942.24775488,1624680000000,0.6241,1.6603,0.3759,0.5190,1.0791,0.4810,0.6513,1.8678,0.3487,1.1683,11130.0120,13002.9810
52487.84600000,1697077587.36151979,1624683600000,0.6255,1.6702,0.3745,0.5187,1.0777,0.4813,0.6549,1.8977,0.3451,1.0932,16927.6080,18505.8600
53550.81600000,1724988498.14531391,1624687200000,0.6401,1.7785,0.3599,0.5175,1.0725,0.4825,0.6723,2.0516,0.3277,0.8900,18997.9270,16907.3130
53562.44100000,1698663469.37989878,1624690800000,0.6338,1.7307,0.3662,0.5182,1.0757,0.4818,0.6588,1.9308,0.3412,0.8989,44953.6740,40407.7510
54134.15000000,1661812399.24708474,1624694400000,0.5960,1.4752,0.4040,0.5239,1.1004,0.4761,0.5960,1.4752,0.4040,1.0172,47305.6910,48117.6790
55954.36400000,1700406889.34668604,1624698000000,0.6135,1.5873,0.3865,0.5203,1.0844,0.4797,0.6167,1.6089,0.3833,1.1580,34873.3670,40382.6030
55337.21400000,1716386066.05590000,1624701600000,0.6144,1.5934,0.3856,0.5175,1.0724,0.4825,0.6350,1.7397,0.3650,0.9961,23412.0860,23319.6310
55908.78900000,1736948295.88049347,1624705200000,0.5962,1.4765,0.4038,0.5180,1.0745,0.4820,0.6073,1.5465,0.3927,1.1707,29274.6680,34270.9040
55646.29400000,1767359147.35935486,1624708800000,0.6101,1.5648,0.3899,0.5172,1.0711,0.4828,0.6360,1.7473,0.3640,0.9379,27821.6330,26094.2780
55860.26300000,1746910742.96481000,1624712400000,0.5899,1.4384,0.4101,0.5210,1.0876,0.4790,0.5970,1.4814,0.4030,1.0039,33206.4640,33337.3980
55949.02900000,1723267321.82880459,1624716000000,0.5775,1.3669,0.4225,0.5237,1.0995,0.4763,0.5796,1.3787,0.4204,1.1464,31912.8150,36586.3620
55230.81600000,1725462608.80704000,1624719600000,0.5949,1.4685,0.4051,0.5205,1.0854,0.4795,0.6115,1.5740,0.3885,1.0778,26760.4800,28841.7150
55036.97400000,1735277395.92169818,1624723200000,0.5848,1.4085,0.4152,0.5207,1.0862,0.4793,0.5972,1.4826,0.4028,0.9898,26380.8060,26112.6550
54698.06800000,1708308874.51850418,1624726800000,0.5911,1.4456,0.4089,0.5200,1.0832,0.4800,0.6027,1.5170,0.3973,1.1247,20190.1990,22707.0350
55274.33200000,1751098990.16680473,1624730400000,0.5881,1.4278,0.4119,0.5212,1.0884,0.4788,0.5987,1.4919,0.4013,1.0087,17215.6290,17364.8100
55100.88100000,1739625178.61484000,1624734000000,0.5873,1.4231,0.4127,0.5208,1.0870,0.4792,0.5946,1.4667,0.4054,1.0290,9986.4640,10276.3780
55181.99800000,1741634355.35672000,1624737600000,0.5925,1.4540,0.4075,0.5202,1.0841,0.4798,0.6028,1.5176,0.3972,0.9506,13994.4160,13302.6110
54744.12900000,1712959376.91100888,1624741200000,0.5956,1.4728,0.4044,0.5199,1.0829,0.4801,0.6047,1.5297,0.3953,1.0214,12502.6310,12770.2630
54433.85900000,1708821000.27059868,1624744800000,0.5997,1.4981,0.4003,0.5190,1.0791,0.4810,0.6108,1.5694,0.3892,1.1224,10447.4070,11726.0070
54716.26300000,1736846338.88289735,1624748400000,0.5932,1.4582,0.4068,0.5197,1.0819,0.4803,0.6059,1.5374,0.3941,1.2608,14607.2930,18416.8010
54742.53600000,1766381241.08952000,1624752000000,0.5929,1.4564,0.4071,0.5188,1.0783,0.4812,0.6152,1.5988,0.3848,1.0345,26494.0160,27409.1630
55572.52700000,1797214967.45473000,1624755600000,0.6011,1.5069,0.3989,0.5180,1.0745,0.4820,0.6127,1.5820,0.3873,1.1592,18227.8400,21130.4890
55951.45300000,1837516774.86531000,1624759200000,0.5880,1.4272,0.4120,0.5171,1.0707,0.4829,0.6109,1.5700,0.3891,1.0405,18883.5950,19648.6980
55114.11900000,1822848299.47235495,1624762800000,0.5934,1.4594,0.4066,0.5179,1.0744,0.4821,0.6223,1.6476,0.3777,0.9639,14503.4910,13980.5720
55161.25300000,1827230295.93825000,1624766400000,0.5746,1.3507,0.4254,0.5181,1.0751,0.4819,0.5974,1.4839,0.4026,1.0380,15271.7650,15852.6190
55797.83000000,1847708313.88220000,1624770000000,0.5681,1.3154,0.4319,0.5184,1.0762,0.4816,0.5866,1.4190,0.4134,0.9546,15351.7490,14654.4080
55305.21400000,1819330110.64559612,1624773600000,0.5581,1.2630,0.4419,0.5184,1.0766,0.4816,0.5679,1.3143,0.4321,0.9626,13745.3460,13231.7670
55710.75800000,1841272069.43013399,1624777200000,0.5408,1.1777,0.4592,0.5198,1.0823,0.4802,0.5463,1.2041,0.4537,1.0423,18545.4350,19328.9880
57192.52100000,1901949868.20962000,1624780800000,0.5441,1.1935,0.4559,0.5185,1.0770,0.4815,0.5582,1.2635,0.4418,0.9138,18437.3060,16848.2830
56291.34200000,1857215743.29864000,1624784400000,0.5456,1.2007,0.4544,0.5180,1.0749,0.4820,0.5533,1.2386,0.4467,0.8988,27446.0000,24668.0440
55428.91600000,1804242307.61889807,1624788000000,0.5337,1.1445,0.4663,0.5214,1.0895,0.4786,0.5270,1.1142,0.4730,0.9873,20582.8620,20321.5720
56062.50900000,1831427619.00840000,1624791600000,0.5364,1.1570,0.4636,0.5203,1.0846,0.4797,0.5316,1.1349,0.4684,1.1877,24270.6490,28825.6030
56509.99000000,1876795095.28260000,1624795200000,0.5348,1.1496,0.4652,0.5189,1.0788,0.4811,0.5386,1.1673,0.4614,1.0607,19836.0160,21040.5760
57393.63100000,1910752206.86986000,1624798800000,0.5307,1.1308,0.4693,0.5182,1.0757,0.4818,0.5355,1.1529,0.4645,0.9552,22699.8830,21683.4000
56676.23000000,1875785648.81883172,1624802400000,0.5213,1.0890,0.4787,0.5199,1.0829,0.4801,0.5174,1.0721,0.4826,1.0333,20402.7320,21082.5680
56896.73200000,1890723352.77828000,1624806000000,0.5262,1.1106,0.4738,0.5204,1.0851,0.4796,0.5279,1.1182,0.4721,0.9278,15917.9990,14768.2390
57180.00700000,1896957091.62979220,1624809600000,0.5269,1.1137,0.4731,0.5222,1.0928,0.4778,0.5229,1.0960,0.4771,0.9790,19324.0990,18919.1470
57499.45800000,1896378117.40066604,1624813200000,0.5306,1.1304,0.4694,0.5193,1.0804,0.4807,0.5329,1.1409,0.4671,1.0245,8740.2490,8954.3980
57351.17500000,1892875109.79865857,1624816800000,0.5272,1.1151,0.4728,0.5198,1.0826,0.4802,0.5292,1.1240,0.4708,0.8574,16822.1000,14423.1520
56844.50000000,1859890230.94239068,1624820400000,0.5320,1.1368,0.4680,0.5192,1.0800,0.4808,0.5299,1.1272,0.4701,1.0995,7638.3420,8398.1440
56860.26200000,1864726037.66118000,1624824000000,0.5328,1.1404,0.4672,0.5200,1.0835,0.4800,0.5309,1.1317,0.4691,0.9436,8818.7880,8321.4780
57047.21300000,1860309555.19582562,1624827600000,0.5362,1.1561,0.4638,0.5191,1.0796,0.4809,0.5348,1.1496,0.4652,0.9440,12223.0540,11538.2570
56918.14300000,1868886165.69209000,1624831200000,0.5342,1.1468,0.4658,0.5209,1.0872,0.4791,0.5306,1.1304,0.4694,1.2193,41160.9320,50188.3350
55317.54500000,1902224887.40665000,1624834800000,0.5292,1.1240,0.4708,0.5243,1.1020,0.4757,0.5485,1.2148,0.4515,1.1294,17108.8140,19322.2520
55958.47800000,1940962337.87328000,1624838400000,0.5263,1.1110,0.4737,0.5250,1.1053,0.4750,0.5477,1.2109,0.4523,1.0511,22953.7400,24126.4350
56660.64700000,1957695679.02510433,1624842000000,0.5489,1.2168,0.4511,0.5241,1.1012,0.4759,0.5366,1.1580,0.4634,0.8714,13550.7390,11808.2040
56442.61900000,1935804668.36518076,1624845600000,0.5409,1.1782,0.4591,0.5256,1.1078,0.4744,0.5161,1.0665,0.4839,1.0368,9523.6950,9873.7120
56427.62900000,1940486912.29955000,1624849200000,0.5447,1.1964,0.4553,0.5268,1.1133,0.4732,0.5196,1.0816,0.4804,1.0246,6721.6550,6887.0300
56598.28700000,1946362453.52309000,1624852800000,0.5462,1.2036,0.4538,0.5259,1.1094,0.4741,0.5203,1.0846,0.4797,0.9668,7566.6040,7315.7430
57084.91400000,1960800006.55062000,1624856400000,0.5439,1.1925,0.4561,0.5263,1.1109,0.4737,0.5162,1.0670,0.4838,1.1210,7185.4900,8055.1430
57846.21000000,1995223578.58231583,1624860000000,0.5414,1.1805,0.4586,0.5259,1.1094,0.4741,0.5144,1.0593,0.4856,1.0833,12294.0660,13318.5820
57933.56900000,1998708709.83569000,1624863600000,0.5398,1.1730,0.4602,0.5245,1.1029,0.4755,0.5183,1.0760,0.4817,1.1786,24488.1780,28861.6830
59456.56900000,2081556643.71930000,1624867200000,0.5297,1.1263,0.4703,0.5218,1.0911,0.4782,0.5173,1.0717,0.4827,0.9772,17503.0130,17103.2590
59266.20600000,2066792772.48624000,1624870800000,0.5329,1.1409,0.4671,0.5221,1.0925,0.4779,0.5179,1.0743,0.4821,0.9205,19212.7890,17684.5880
58905.08700000,2025847194.98498038,1624874400000,0.5313,1.1336,0.4687,0.5236,1.0989,0.4764,0.5038,1.0153,0.4962,0.9589,25844.0040,24780.8580
58998.41000000,2017151290.71602608,1624878000000,0.5280,1.1186,0.4720,0.5259,1.1092,0.4741,0.4970,0.9881,0.5030,0.9160,14465.1890,13250.6610
59850.46800000,2040826744.21968000,1624881600000,0.5300,1.1277,0.4700,0.5250,1.1051,0.4750,0.4975,0.9900,0.5025,1.1074,23620.0680,26155.7960
59931.52200000,2062476805.64058000,1624885200000,0.5310,1.1322,0.4690,0.5258,1.1087,0.4742,0.5053,1.0214,0.4947,0.9941,15824.8880,15731.1170
60092.43100000,2059847748.89369000,1624888800000,0.5377,1.1631,0.4623,0.5252,1.1060,0.4748,0.5142,1.0585,0.4858,1.0028,11463.1910,11494.9520
59332.59600000,2037446729.66044938,1624892400000,0.5350,1.1505,0.4650,0.5254,1.1068,0.4746,0.5150,1.0619,0.4850,1.1973,18767.0420,22470.5260
58999.60600000,2061872943.27601849,1624896000000,0.5409,1.1782,0.4591,0.5251,1.1055,0.4749,0.5266,1.1124,0.4734,0.9729,19649.3700,19116.1270
58761.20400000,2034898144.07184000,1624899600000,0.5331,1.1418,0.4669,0.5250,1.1051,0.4750,0.5090,1.0367,0.4910,0.8329,20051.2720,16701.1680
56744.46000000,1939875756.11820000,1624903200000,0.5417,1.1820,0.4583,0.5239,1.1002,0.4761,0.5172,1.0713,0.4828,0.9391,11706.7730,10993.3730
56881.06700000,1942415630.28424000,1624906800000,0.5500,1.2222,0.4500,0.5258,1.1087,0.4742,0.5300,1.1277,0.4700,1.0935,12430.5090,13593.3730
56392.41000000,1941607397.91331891,1624910400000,0.5641,1.2941,0.4359,0.5239,1.1003,0.4761,0.5472,1.2085,0.4528,1.1144,9666.3280,10772.3670
54809.73800000,1899214423.82752000,1624914000000,0.5600,1.2727,0.4400,0.5249,1.1048,0.4751,0.5440,1.1930,0.4560,0.9442,6877.6480,6493.5680
55032.09200000,1905761896.28092000,1624917600000,0.5580,1.2624,0.4420,0.5251,1.1059,0.4749,0.5410,1.1786,0.4590,0.9396,11431.5020,10741.2770
55101.43800000,1895857544.80584000,1624921200000,0.5608,1.2769,0.4392,0.5246,1.1034,0.4754,0.5408,1.1777,0.4592,0.9335,8291.5180,7739.7320
55031.40800000,1897440573.65584000,1624924800000,0.5574,1.2594,0.4426,0.5246,1.1035,0.4754,0.5410,1.1786,0.4590,1.2055,18368.7810,22142.8700
56318.15900000,1965890808.56373409,1624928400000,0.5309,1.1317,0.4691,0.5242,1.1016,0.4758,0.5231,1.0969,0.4769,0.9410,12859.3630,12100.1160
56267.89700000,1948046360.60524000,1624932000000,0.5431,1.1887,0.4569,0.5245,1.1032,0.4755,0.5352,1.1515,0.4648,0.8082,14098.6350,11394.8590
57397.05200000,1968718883.60000000,1624935600000,0.5580,1.2624,0.4420,0.5233,1.0977,0.4767,0.5470,1.2075,0.4530,1.1039,8825.6790,9742.9170
56830.03600000,1964455788.71956000,1624939200000,0.5584,1.2645,0.4416,0.5228,1.0956,0.4772,0.5539,1.2416,0.4461,1.0711,13370.5030,14320.5450
56358.34900000,1963906988.76622000,1624942800000,0.5273,1.1155,0.4727,0.5255,1.1075,0.4745,0.5175,1.0725,0.4825,0.9831,12300.4240,12092.4170
56343.18500000,1955438690.56410000,1624946400000,0.5372,1.1608,0.4628,0.5252,1.1062,0.4748,0.5228,1.0956,0.4772,1.2674,19453.6420,24655.5160
59848.79800000,2114580124.88792000,1624950000000,0.5089,1.0362,0.4911,0.5242,1.1018,0.4758,0.5014,1.0056,0.4986,0.9295,22959.1240,21340.0340
59154.32800000,2061353586.93223493,1624953600000,0.5195,1.0812,0.4805,0.5238,1.0999,0.4762,0.5075,1.0305,0.4925,1.0230,20604.9360,21078.3550
58178.69900000,2039343370.49251139,1624957200000,0.5324,1.1386,0.4676,0.5250,1.1053,0.4750,0.5284,1.1204,0.4716,1.0160,18940.1180,19243.9300
58444.20000000,2057701428.76853129,1624960800000,0.5254,1.1070,0.4746,0.5265,1.1119,0.4735,0.5187,1.0777,0.4813,1.1236,24075.4310,27050.3270
59629.11500000,2123630705.31885000,1624964400000,0.5281,1.1191,0.4719,0.5268,1.1132,0.4732,0.5344,1.1478,0.4656,1.0099,15550.8640,15704.8010
59945.63000000,2131554456.56095468,1624968000000,0.5347,1.1492,0.4653,0.5260,1.1097,0.4740,0.5427,1.1867,0.4573,1.0737,31428.5900,33745.9090
60390.36300000,2161270843.76742000,1624971600000,0.5288,1.1222,0.4712,0.5258,1.1089,0.4742,0.5424,1.1853,0.4576,1.2274,30045.2520,36876.6890
59368.45300000,2154289992.95134000,1624975200000,0.5284,1.1204,0.4716,0.5250,1.1054,0.4750,0.5540,1.2422,0.4460,0.9159,17931.2810,16423.8460
58786.50400000,2129641632.32184000,1624978800000,0.5269,1.1137,0.4731,0.5257,1.1083,0.4743,0.5481,1.2129,0.4519,0.9505,16637.9570,15814.9870
58230.12600000,2110701894.25784216,1624982400000,0.5147,1.0606,0.4853,0.5282,1.1196,0.4718,0.5274,1.1160,0.4726,1.0069,18886.6350,19016.4030
58543.96100000,2127092823.89874686,1624986000000,0.5148,1.0610,0.4852,0.5282,1.1195,0.4718,0.5308,1.1313,0.4692,1.0370,18032.2420,18698.7230
57624.60600000,2095553063.08283061,1624989600000,0.5175,1.0725,0.4825,0.5275,1.1164,0.4725,0.5366,1.1580,0.4634,0.9550,10093.4290,9638.7430
